abadańczyki	abadańczyk	depr:pl:voc:m2	pospolita
abadańczykiem	abadańczyk	subst:sg:inst:m1	pospolita
abadańczykom	abadaŃczyk	subst:pl:dat:m1	pospolita
abadańczykowi	abadańczyk	subst:sg:dat:m1	pospolita
abadańczyków	abadańczyk	subst:pl:acc:m1	pospolita
abadańczyków	abadańczyk	subst:pl:gen:m1	pospolita
abadańczyku	abadańczyk	subst:sg:loc:m1	pospolita
abadańczyku	abadańczyk	subst:sg:voc:m1	pospolita
abadańscy	abadański	adj:pl:nom.voc:m1.p1:pos	pospolita
abadańska	abadański	adj:sg:nom.voc:f:pos	pospolita
abadańską	abadański	adj:sg:acc:f:pos	pospolita
abadańską	abadaŃski	adj:sg:inst:f:pos	pospolita
abadański	abadański	adj:sg:acc:m3:pos	pospolita
abadański	abadański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abadańskich	abadański	adj:pl:acc:m1.p1:pos	pospolita
abadańskich	abadański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskich	abadański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskie	abadański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abadańskie	abadański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abadańskie	abadański	adj:sg:acc:n1.n2:pos	pospolita
abadańskie	abadański	adj:sg:nom.voc:n1.n2:pos	pospolita
abadańskiego	abadański	adj:sg:acc:m1.m2:pos	pospolita
abadańskiego	abadański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abadańskiej	abadański	adj:sg:dat:f:pos	pospolita
abadańskiej	abadański	adj:sg:gen:f:pos	pospolita
abadańskiej	abadański	adj:sg:loc:f:pos	pospolita
abadańskiemu	abadański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abadańskim	abadański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańskim	abadański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abadańskim	abadański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abadańskimi	abadański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abadańsko	abadański	adja	pospolita
abadańsku	abadański	adjp	pospolita
abak	abak	subst:sg:acc:m3	pospolita
abak	abak	subst:sg:nom:m3	pospolita
abaka	abak	subst:sg:gen:m3	pospolita
abakach	abak	subst:pl:loc:m3	pospolita
abakami	abak	subst:pl:inst:m3	pospolita
abaki	abak	subst:pl:acc:m3	pospolita
abaki	abak	subst:pl:nom:m3	pospolita
abaki	abak	subst:pl:voc:m3	pospolita
abakiem	abak	subst:sg:inst:m3	pospolita
abakom	abak	subst:pl:dat:m3	pospolita
abakowi	abak	subst:sg:dat:m3	pospolita
abaków	abak	subst:pl:gen:m3	pospolita
abaku	abak	subst:sg:loc:m3	pospolita
abaku	abak	subst:sg:voc:m3	pospolita
abaka	abaka	subst:sg:nom:f	pospolita
abakach	abaka	subst:pl:loc:f	pospolita
abakami	abaka	subst:pl:inst:f	pospolita
abaką	abaka	subst:sg:inst:f	pospolita
abakę	abaka	subst:sg:acc:f	pospolita
abaki	abaka	subst:pl:acc:f	pospolita
abaki	abaka	subst:pl:nom:f	pospolita
abaki	abaka	subst:pl:voc:f	pospolita
abaki	abaka	subst:sg:gen:f	pospolita
abako	abaka	subst:sg:voc:f	pospolita
abakom	abaka	subst:pl:dat:f	pospolita
abace	abaka	subst:sg:dat:f	pospolita
abace	abaka	subst:sg:loc:f	pospolita
abak	abaka	subst:pl:gen:f	pospolita
abakan	abakan	subst:sg:acc:m3	pospolita
abakan	abakan	subst:sg:nom:m3	pospolita
abakanach	abakan	subst:pl:loc:m3	pospolita
abakanami	abakan	subst:pl:inst:m3	pospolita
abakanem	abakan	subst:sg:inst:m3	pospolita
abakanie	abakan	subst:sg:loc:m3	pospolita
abakanie	abakan	subst:sg:voc:m3	pospolita
abakanom	abakan	subst:pl:dat:m3	pospolita
abakanowi	abakan	subst:sg:dat:m3	pospolita
abakanów	abakan	subst:pl:gen:m3	pospolita
abakanu	abakan	subst:sg:gen:m3	pospolita
abakany	abakan	subst:pl:acc:m3	pospolita
abakany	abakan	subst:pl:nom:m3	pospolita
abakany	abakan	subst:pl:voc:m3	pospolita
abakance	abakanka	subst:sg:dat:f	pospolita
abakance	abakanka	subst:sg:loc:f	pospolita	etn.
abakanek	abakanka	subst:pl:gen:f	pospolita
abakanka	abakanka	subst:sg:nom:f	pospolita
abakankach	abakanka	subst:pl:loc:f	pospolita
abakankami	abakanka	subst:pl:inst:f	pospolita
abakanką	abakanka	subst:sg:inst:f	pospolita
abakankę	abakanka	subst:sg:acc:f	pospolita
abakanki	abakanka	subst:pl:acc:f	pospolita
abakanki	abakanka	subst:pl:nom:f	pospolita
abakanki	abakanka	subst:pl:voc:f	pospolita
abakanki	abakanka	subst:sg:gen:f	pospolita
abakanko	abakanka	subst:sg:voc:f	pospolita
abakankom	abakanka	subst:pl:dat:f	pospolita
abakańczycy	abakańczyk	subst:pl:nom:m1	pospolita
abakańczycy	abakańczyk	subst:pl:voc:m1	pospolita
abakańczyk	abakańczyk	subst:sg:nom:m1	pospolita
abakańczyka	abakańczyk	subst:sg:acc:m1	pospolita
abakańczyka	abakańczyk	subst:sg:gen:m1	pospolita
abakańczykach	abakańczyk	subst:pl:loc:m1	pospolita
abakańczykami	abakańczyk	subst:pl:inst:m1	pospolita
abakańczyki	abakańczyk	depr:pl:nom:m2	pospolita
abakańczyki	abakańczyk	depr:pl:voc:m2	pospolita
abakańczykiem	abakańczyk	subst:sg:inst:m1	pospolita
abakańczykom	abakańczyk	subst:pl:dat:m1	pospolita
abakańczykowi	abakańczyk	subst:sg:dat:m1	pospolita
abakańczyków	abakańczyk	subst:pl:acc:m1	pospolita
abakańczyków	abakańczyk	subst:pl:gen:m1	pospolita
abakańczyku	abakańczyk	subst:sg:loc:m1	pospolita
abakańczyku	abakańczyk	subst:sg:voc:m1	pospolita
abakańscy	abakański	adj:pl:nom.voc:m1.p1:pos	pospolita
abakańska	abakański	adj:sg:nom.voc:f:pos	pospolita
abakańską	abakański	adj:sg:acc:f:pos	pospolita
abakańską	abakański	adj:sg:inst:f:pos	pospolita
abakański	abakański	adj:sg:acc:m3:pos	pospolita
abakański	abakański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abakańskich	abakański	adj:pl:acc:m1.p1:pos	pospolita
abakańskich	abakański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskich	abakański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskie	abakański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abakańskie	abakański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abakańskie	abakański	adj:sg:acc:n1.n2:pos	pospolita
abakańskie	abakański	adj:sg:nom.voc:n1.n2:pos	pospolita
abakańskiego	abakański	adj:sg:acc:m1.m2:pos	pospolita
abakańskiego	abakański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abakańskiej	abakański	adj:sg:dat:f:pos	pospolita
abakańskiej	abakański	adj:sg:gen:f:pos	pospolita
abakańskiej	abakański	adj:sg:loc:f:pos	pospolita
abakańskiemu	abakański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abakańskim	abakański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańskim	abakański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abakańskim	abakański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abakańskimi	abakański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abakańsko	abakański	adja	pospolita
abakańsku	abakański	adjp	pospolita
abakańsko	abakańsko	adv:pos	pospolita
abakańskości	abakańskość	subst:pl:acc:f	pospolita
abakańskości	abakańskość	subst:pl:gen:f	pospolita
abakańskości	abakańskość	subst:pl:nom:f	pospolita
abakańskości	abakańskość	subst:pl:voc:f	pospolita
abakańskości	abakańskość	subst:sg:dat:f	pospolita
abakańskości	abakańskość	subst:sg:gen:f	pospolita
abakańskości	abakańskość	subst:sg:loc:f	pospolita
abakańskości	abakańskość	subst:sg:voc:f	pospolita
abakańskościach	abakańskość	subst:pl:loc:f	pospolita
abakańskościami	abakańskość	subst:pl:inst:f	pospolita
abakańskością	abakańskość	subst:sg:inst:f	pospolita
abakańskościom	abakańskość	subst:pl:dat:f	pospolita
abakańskość	abakańskość	subst:sg:acc:f	pospolita
abakańskość	abakańskość	subst:sg:nom:f	pospolita
abakus	abakus	subst:sg:acc:m3	pospolita
abakus	abakus	subst:sg:nom:m3	pospolita
abakusa	abakus	subst:sg:gen:m3	pospolita
abakusach	abakus	subst:pl:loc:m3	pospolita
abakusami	abakus	subst:pl:inst:m3	pospolita
abakusem	abakus	subst:sg:inst:m3	pospolita
abakusie	abakus	subst:sg:loc:m3	pospolita
abakusie	abakus	subst:sg:voc:m3	pospolita
abakusom	abakus	subst:pl:dat:m3	pospolita
abakusowi	abakus	subst:sg:dat:m3	pospolita
abakusów	abakus	subst:pl:gen:m3	pospolita
abakusy	abakus	subst:pl:acc:m3	pospolita
abakusy	abakus	subst:pl:nom:m3	pospolita
abakusy	abakus	subst:pl:voc:m3	pospolita
abandon	abandon	subst:sg:acc:m3	pospolita
abandon	abandon	subst:sg:nom:m3	pospolita
abandonach	abandon	subst:pl:loc:m3	pospolita
abandonami	abandon	subst:pl:inst:m3	pospolita
abandonem	abandon	subst:sg:inst:m3	pospolita
abandonie	abandon	subst:sg:loc:m3	pospolita
abandonie	abandon	subst:sg:voc:m3	pospolita
abandonom	abandon	subst:pl:dat:m3	pospolita
abandonowi	abandon	subst:sg:dat:m3	pospolita
abandonów	abandon	subst:pl:gen:m3	pospolita
abandonu	abandon	subst:sg:gen:m3	pospolita
abandony	abandon	subst:pl:acc:m3	pospolita
abandony	abandon	subst:pl:nom:m3	pospolita
abandony	abandon	subst:pl:voc:m3	pospolita
abaci	Abat	subst:pl:nom:m1	pospolita
abaci	abat	subst:pl:voc:m1	pospolita
abacie	abat	subst:sg:loc:m1	pospolita
abacie	abat	subst:sg:voc:m1	pospolita
abat	abat	subst:sg:nom:m1	pospolita
abata	abat	subst:sg:acc:m1	pospolita
abata	abat	subst:sg:gen:m1	pospolita
abatach	abat	subst:pl:loc:m1	pospolita
abatami	abat	subst:pl:inst:m1	pospolita
abatem	abat	subst:sg:inst:m1	pospolita
abatom	abat	subst:pl:dat:m1	pospolita
abatowi	abat	subst:sg:dat:m1	pospolita
abatowie	abat	subst:pl:nom:m1	pospolita
abatowie	abat	subst:pl:voc:m1	pospolita
abatów	abat	subst:pl:acc:m1	pospolita
abatów	abat	subst:pl:gen:m1	pospolita
abaty	abat	depr:pl:nom:m2	pospolita
abaty	abat	depr:pl:voc:m2	pospolita
abatys	abatysa	subst:pl:gen:f	pospolita
abatysa	abatysa	subst:sg:nom:f	pospolita
abatysach	abatysa	subst:pl:loc:f	pospolita
abatysami	abatysa	subst:pl:inst:f	pospolita
abatysą	abatysa	subst:sg:inst:f	pospolita
abatysę	abatysa	subst:sg:acc:f	pospolita
abatysie	abatysa	subst:sg:dat:f	pospolita
abatysie	abatysa	subst:sg:loc:f	pospolita
abatyso	abatysa	subst:sg:voc:f	pospolita
abatysom	abatysa	subst:pl:dat:f	pospolita
abatysy	abatysa	subst:pl:acc:f	pospolita
abatysy	abatysa	subst:pl:nom:f	pospolita
abatysy	abatysa	subst:pl:voc:f	pospolita
abatysy	abatysa	subst:sg:gen:f	pospolita
abazja	abazja	subst:sg:nom:f	pospolita
abazjach	abazja	subst:pl:loc:f	pospolita
abazjami	abazja	subst:pl:inst:f	pospolita
abazją	abazja	subst:sg:inst:f	pospolita
abazje	abazja	subst:pl:acc:f	pospolita
abazje	abazja	subst:pl:nom:f	pospolita
abazje	abazja	subst:pl:voc:f	pospolita
abazję	abazja	subst:sg:acc:f	pospolita
abazji	abazja	subst:pl:gen:f	pospolita
abazji	abazja	subst:sg:dat:f	pospolita
abazji	abazja	subst:sg:gen:f	pospolita
abazji	abazja	subst:sg:loc:f	pospolita
abazjo	abazja	subst:sg:voc:f	pospolita
abazjom	abazja	subst:pl:dat:f	pospolita
abazyj	abazja	subst:pl:gen:f	pospolita
abażur	abażur	subst:sg:acc:m3	pospolita
abażur	abażur	subst:sg:nom:m3	pospolita
abażura	abażur	subst:sg:gen:m3	pospolita
abażurach	abażur	subst:pl:loc:m3	pospolita
abażurami	abażur	subst:pl:inst:m3	pospolita
abażurem	abażur	subst:sg:inst:m3	pospolita
abażurom	abażur	subst:pl:dat:m3	pospolita
abażurowi	abażur	subst:sg:dat:m3	pospolita
abażurów	abażur	subst:pl:gen:m3	pospolita
abażuru	abażur	subst:sg:gen:m3	pospolita
abażury	abażur	subst:pl:acc:m3	pospolita
abażury	abażur	subst:pl:nom:m3	pospolita
abażury	abażur	subst:pl:voc:m3	pospolita
abażurze	abażur	subst:sg:loc:m3	pospolita
abażurze	abażur	subst:sg:voc:m3	pospolita
abażurek	abażurek	subst:sg:acc:m3	pospolita
abażurek	abażurek	subst:sg:nom:m3	pospolita
abażurka	abażurek	subst:sg:gen:m3	pospolita
abażurkach	abażurek	subst:pl:loc:m3	pospolita
abażurkami	abażurek	subst:pl:inst:m3	pospolita
abażurki	abażurek	subst:pl:acc:m3	pospolita
abażurki	abażurek	subst:pl:nom:m3	pospolita
abażurki	abażurek	subst:pl:voc:m3	pospolita
abażurkiem	abażurek	subst:sg:inst:m3	pospolita
abażurkom	abażurek	subst:pl:dat:m3	pospolita
abażurkowi	abażurek	subst:sg:dat:m3	pospolita
abażurków	abażurek	subst:pl:gen:m3	pospolita
abażurku	abażurek	subst:sg:loc:m3	pospolita
abażurku	abażurek	subst:sg:voc:m3	pospolita
abba	abba	subst:sg:nom:m1	pospolita
abbach	abba	subst:pl:loc:m1	pospolita
abbami	abba	subst:pl:inst:m1	pospolita
abbą	abba	subst:sg:inst:m1	pospolita
abbę	abba	subst:sg:acc:m1	pospolita
abbie	abba	subst:sg:dat:m1	pospolita
abbie	abba	subst:sg:loc:m1	pospolita
abbo	abba	subst:sg:voc:m1	pospolita
abbom	abba	subst:pl:dat:m1	pospolita
abbowie	abba	subst:pl:nom:m1	pospolita
abbowie	abba	subst:pl:voc:m1	pospolita
abbów	abba	subst:pl:acc:m1	pospolita
abbów	abba	subst:pl:gen:m1	pospolita
abby	abba	depr:pl:nom:m2	pospolita
abby	abba	depr:pl:voc:m2	pospolita
abby	abba	subst:sg:gen:m1	pospolita
abbozza	abbozzo	subst:pl:acc:n2	pospolita
abbozza	abbozzo	subst:pl:nom:n2	pospolita
abbozza	abbozzo	subst:pl:voc:n2	pospolita
abbozza	abbozzo	subst:sg:gen:n2	pospolita
abbozzach	abbozzo	subst:pl:loc:n2	pospolita
abbozzami	abbozzo	subst:pl:inst:n2	pospolita
abbozzem	abbozzo	subst:sg:inst:n2	pospolita
abbozzie	abbozzo	subst:sg:loc:n2	pospolita
abbozzo	abbozzo	subst:sg:acc:n2	pospolita
abbozzo	abbozzo	subst:sg:nom:n2	pospolita
abbozzo	abbozzo	subst:sg:voc:n2	pospolita
abbozzom	abbozzo	subst:pl:dat:n2	pospolita
abbozzów	abbozzo	subst:pl:gen:n2	pospolita
abbozzu	abbozzo	subst:sg:dat:n2	pospolita
abbreviatur	abbreviatura	subst:pl:gen:f	pospolita
abbreviatura	abbreviatura	subst:sg:nom:f	pospolita
abbreviaturach	abbreviatura	subst:pl:loc:f	pospolita
abbreviaturami	abbreviatura	subst:pl:inst:f	pospolita
abbreviaturą	abbreviatura	subst:sg:inst:f	pospolita
abbreviaturę	abbreviatura	subst:sg:acc:f	pospolita
abbreviaturo	abbreviatura	subst:sg:voc:f	pospolita
abbreviaturom	abbreviatura	subst:pl:dat:f	pospolita
abbreviatury	abbreviatura	subst:pl:acc:f	pospolita
abbreviatury	abbreviatura	subst:pl:nom:f	pospolita
abbreviatury	abbreviatura	subst:pl:voc:f	pospolita
abbreviatury	abbreviatura	subst:sg:gen:f	pospolita
abbreviaturze	abbreviatura	subst:sg:dat:f	pospolita
abbreviaturze	abbreviatura	subst:sg:loc:f	pospolita
abbusi	abbuś	subst:pl:acc:m1	pospolita
abbusi	abbuś	subst:pl:gen:m1	pospolita
abbusia	abbuś	subst:sg:acc:m1	pospolita
abbusia	abbuś	subst:sg:gen:m1	pospolita
abbusiach	abbuś	subst:pl:loc:m1	pospolita
abbusiami	abbuś	subst:pl:inst:m1	pospolita
abbusie	abbuś	depr:pl:nom:m2	pospolita
abbusie	abbuś	depr:pl:voc:m2	pospolita
abbusie	abbuś	subst:pl:nom:m1	pospolita
abbusie	abbuś	subst:pl:voc:m1	pospolita
abbusiem	abbuś	subst:sg:inst:m1	pospolita
abbusiom	abbuś	subst:pl:dat:m1	pospolita
abbusiowi	abbuś	subst:sg:dat:m1	pospolita
abbusiów	abbuś	subst:pl:acc:m1	pospolita
abbusiów	abbuś	subst:pl:gen:m1	pospolita
abbusiu	abbuś	subst:sg:loc:m1	pospolita
abbusiu	abbuś	subst:sg:voc:m1	pospolita
abbuś	abbuś	subst:sg:nom:m1	pospolita
abc	abc	subst:pl:acc:n2	pospolita
abc	abc	subst:pl:dat:n2	pospolita
abc	abc	subst:pl:gen:n2	pospolita
abc	abc	subst:pl:inst:n2	pospolita
abc	abc	subst:pl:loc:n2	pospolita
abc	abc	subst:pl:nom:n2	pospolita
abc	abc	subst:pl:voc:n2	pospolita
abc	abc	subst:sg:acc:n2	pospolita
abc	abc	subst:sg:dat:n2	pospolita
abc	abc	subst:sg:gen:n2	pospolita
abc	abc	subst:sg:inst:n2	pospolita
abc	abc	subst:sg:loc:n2	pospolita
abc	abc	subst:sg:nom:n2	pospolita
abc	abc	subst:sg:voc:n2	pospolita
abchascy	abchaski	adj:pl:nom.voc:m1.p1:pos	pospolita
abchaska	abchaski	adj:sg:nom.voc:f:pos	pospolita
abchaską	abchaski	adj:sg:acc:f:pos	pospolita
abchaską	abchaski	adj:sg:inst:f:pos	pospolita
abchaski	abchaski	adj:sg:acc:m3:pos	pospolita
abchaski	abchaski	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abchaskich	abchaski	adj:pl:acc:m1.p1:pos	pospolita
abchaskich	abchaski	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abchaskich	abchaski	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abchaskie	abchaski	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abchaskie	abchaski	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abchaskie	abchaski	adj:sg:acc:n1.n2:pos	pospolita
abchaskie	abchaski	adj:sg:nom.voc:n1.n2:pos	pospolita
abchaskiego	abchaski	adj:sg:acc:m1.m2:pos	pospolita
abchaskiego	abchaski	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abchaskiej	abchaski	adj:sg:dat:f:pos	pospolita
abchaskiej	abchaski	adj:sg:gen:f:pos	pospolita
abchaskiej	abchaski	adj:sg:loc:f:pos	pospolita
abchaskiemu	abchaski	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abchaskim	abchaski	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abchaskim	abchaski	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abchaskim	abchaski	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abchaskimi	abchaski	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abchasko	abchaski	adja	pospolita
abchasku	abchaski	adjp	pospolita
abchasko	abchasko	adv:pos	pospolita
abchaskości	abchaskość	subst:pl:acc:f	pospolita
abchaskości	abchaskość	subst:pl:gen:f	pospolita
abchaskości	abchaskość	subst:pl:nom:f	pospolita
abchaskości	abchaskość	subst:pl:voc:f	pospolita
abchaskości	abchaskość	subst:sg:dat:f	pospolita
abchaskości	abchaskość	subst:sg:gen:f	pospolita
abchaskości	abchaskość	subst:sg:loc:f	pospolita
abchaskości	abchaskość	subst:sg:voc:f	pospolita
abchaskościach	abchaskość	subst:pl:loc:f	pospolita
abchaskościami	abchaskość	subst:pl:inst:f	pospolita
abchaskością	abchaskość	subst:sg:inst:f	pospolita
abchaskościom	abchaskość	subst:pl:dat:f	pospolita
abchaskość	abchaskość	subst:sg:acc:f	pospolita
abchaskość	abchaskość	subst:sg:nom:f	pospolita
abcug	abcug	subst:sg:acc:m3	pospolita
abcug	abcug	subst:sg:nom:m3	pospolita
abcugach	abcug	subst:pl:loc:m3	pospolita
abcugami	abcug	subst:pl:inst:m3	pospolita
abcugi	abcug	subst:pl:acc:m3	pospolita
abcugi	abcug	subst:pl:nom:m3	pospolita
abcugi	abcug	subst:pl:voc:m3	pospolita
abcugiem	abcug	subst:sg:inst:m3	pospolita
abcugom	abcug	subst:pl:dat:m3	pospolita
abcugowi	abcug	subst:sg:dat:m3	pospolita
abcugów	abcug	subst:pl:gen:m3	pospolita
abcugu	abcug	subst:sg:gen:m3	pospolita
abcugu	abcug	subst:sg:loc:m3	pospolita
abcugu	abcug	subst:sg:voc:m3	pospolita
abderyccy	abderycki	adj:pl:nom.voc:m1.p1:pos	pospolita
abderycka	abderycki	adj:sg:nom.voc:f:pos	pospolita
abderycką	abderycki	adj:sg:acc:f:pos	pospolita
abderycką	abderycki	adj:sg:inst:f:pos	pospolita
abderycki	abderycki	adj:sg:acc:m3:pos	pospolita
abderycki	abderycki	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
abderyckich	abderycki	adj:pl:acc:m1.p1:pos	pospolita
abderyckich	abderycki	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abderyckich	abderycki	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abderyckie	abderycki	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abderyckie	abderycki	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
abderyckie	abderycki	adj:sg:acc:n1.n2:pos	pospolita
abderyckie	abderycki	adj:sg:nom.voc:n1.n2:pos	pospolita
abderyckiego	abderycki	adj:sg:acc:m1.m2:pos	pospolita
abderyckiego	abderycki	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
abderyckiej	abderycki	adj:sg:dat:f:pos	pospolita
abderyckiej	abderycki	adj:sg:gen:f:pos	pospolita
abderyckiej	abderycki	adj:sg:loc:f:pos	pospolita
abderyckiemu	abderycki	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
abderyckim	abderycki	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abderyckim	abderycki	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
abderyckim	abderycki	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
abderyckimi	abderycki	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
abderycko	abderycki	adja	pospolita
abderycku	abderycki	adjp	pospolita
abderycko	abderycko	adv:pos	pospolita
abderyckości	abderyckość	subst:pl:acc:f	pospolita
abderyckości	abderyckość	subst:pl:gen:f	pospolita
abderyckości	abderyckość	subst:pl:nom:f	pospolita
abderyckości	abderyckość	subst:pl:voc:f	pospolita
abderyckości	abderyckość	subst:sg:dat:f	pospolita
abderyckości	abderyckość	subst:sg:gen:f	pospolita
abderyckości	abderyckość	subst:sg:loc:f	pospolita
abderyckości	abderyckość	subst:sg:voc:f	pospolita
abderyckościach	abderyckość	subst:pl:loc:f	pospolita
abderyckościami	abderyckość	subst:pl:inst:f	pospolita
abderyckością	abderyckość	subst:sg:inst:f	pospolita
abderyckościom	abderyckość	subst:pl:dat:f	pospolita
abderyckość	abderyckość	subst:sg:acc:f	pospolita
abderyckość	abderyckość	subst:sg:nom:f	pospolita
abderyci	abderyta	subst:pl:nom:m1	pospolita
abderyci	abderyta	subst:pl:voc:m1	pospolita
abderycie	abderyta	subst:sg:dat:m1	pospolita
